Serial_ID,Question,Lesson,Grade,Difficulty,A,B,C,D,Correct Answer
7086,أي الجمل التالية تحتوي على مفعول مطلق مبين للعدد؟,المفعول المطلق,10,سهل,حدثنا الأستاذ حديثًا ممتعًا.,ركض اللاعب جريًا سريعًا.,قفز الجندي ثلاث قفزات.,صلى المؤمن صلاة خاشعة.,ج
7087,ما نوع المفعول المطلق في الجملة التالية: شرح المعلم الدرس شرحًا وافيًا.,المفعول المطلق,10,صعب,مبين للنوع,مؤكد,مفعول به,مبين للعدد,أ
7088,يؤدي الطالب امتحانه أداءً حسنًا. ما إعراب 'أداءً حسنًا'؟,المفعول المطلق,10,متوسط,مفعول مطلق منصوب وعلامة نصبه الفتحة، وحسنًا صفة.,تمييز منصوب وعلامة نصبه الفتحة.,حال منصوب وعلامة نصبه الفتحة.,مفعول به منصوب وعلامة نصبه الفتحة.,أ
7089,استنتج نوع المفعول المطلق في الجملة التالية: سافر الرجل سفرًا طويلاً.,المفعول المطلق,10,صعب,لا يحتوي على مفعول مطلق,مبين للعدد,مؤكد للفعل,مبين للنوع,د
7090,حدد الجملة التي لا تحتوي على مفعول مطلق:,المفعول المطلق,8,سهل,شاهدنا الفيلم مشاهدة ممتعة.,قابلت المعلم مقابلة واحدة.,ركض العداء ركضًا سريعًا.,قرأ الطالب الدرس.,د
7091,المفعول المطلق في الجملة 'أكرم الضيف إكرامًا' هو:,المفعول المطلق,9,صعب,إكرامًا: مبين للنوع.,إكرامًا: مؤكد للفعل.,الضيف: مفعول مطلق.,إكرامًا: مبين للعدد.,ب
7092,في الجملة: نظفنا المكان تنظيفًا نقيًا. نوع المفعول المطلق:,المفعول المطلق,9,متوسط,مبين للنوع,مؤكد للفعل,مبين للعدد,حال منصوب,أ
7093,ما إعراب المفعول المطلق في الجملة: شكر المدير العامل شكرًا جزيلًا؟,المفعول المطلق,9,صعب,مفعول مطلق مجرور وعلامة جره الكسرة، وجزيلًا بدل.,مفعول مطلق منصوب وعلامة نصبه الفتحة، وجزيلًا نعت.,مفعول به منصوب وعلامة نصبه الفتحة، وجزيلًا حال.,مفعول مطلق منصوب وعلامة نصبه الكسرة، وجزيلًا صفة.,ب
7094,أي الجمل التالية تحتوي على مفعول مطلق مؤكد للفعل؟,المفعول المطلق,9,سهل,ذهب الرجل ذهبًا.,قرأ الطالب قراءة جميلة.,قرأ الطالب قراءة واحدة.,ركض اللاعب ركضًا متتاليًا.,أ
7095,الجملة التي يظهر فيها المفعول المطلق المؤكد للفعل هي:,المفعول المطلق,9,صعب,زار القائد المعسكر زيارة مفاجئة.,زار القائد المعسكر زيارةً.,زار القائد المعسكر فورًا.,زار القائد المعسكر زيارتين.,ب
7096,أيٌ من الخيارات يحتوي على مفعول مطلق صحيح؟,المفعول المطلق,7,سهل,قرأ الطالب كتابًا أمام زملائه,قرأَ الطالب كتابًا قراءةً متأنيةً,قرأ الطالب كتابًا مكتوبًا بشكلٍ جميل,قرأ الطالب كتابًا مفيدًا للتعلّم,ب
7097,ما نوع المفعول المطلق في الجملة: كتبَ المؤلف الكتاب كتابةً إبداعيةً؟,المفعول المطلق,9,صعب,مبيّن للعدد,لا يوجد مفعول مطلق,مبيّن للنوع,مؤكد,ج
7098,حدّد الجملة التي تحتوي على مفعول مطلق مؤكد:,المفعول المطلق,9,سهل,وقف الحارس وقوفًا,سعى العامل سعيًا كبيرًا,تدرَّبَ اللاعب تدرُّبًا ممتازًا,اجتهد الطالب اجتهادًا حقيقيًا,أ
7099,الجملة التالية تحتوي على مفعول مطلق مبين للعدد:,المفعول المطلق,10,متوسط,شرح الأستاذ الدرس شرحًا واضحًا,جلس الطالب جلسةً طويلةً,ركض الطفل ركضتين متتاليتين,سافر السائح سفرًا ممتعًا,ج
7100,ما المفعول المطلق في الجملة: صنعَ الحرفي السفينة صنعًا متقنًا؟,المفعول المطلق,7,متوسط,صنعًا,صنعَ,الحرفي,السفينة,أ
7101,في جملة: (تحدث المتحدث حديثًا واضحًا)، المفعول المطلق يبين:,المفعول المطلق,9,سهل,التأكيد,لا يبين شيئًا,العدد,النوع,د
7102,أيٌّ من هذه الجمل لا تحتوي على مفعول مطلق؟,المفعول المطلق,9,صعب,وقفَ عند الباب ينتظرُ الدخول,غسلَ الطفل يديه غسلاً جيدًا,قام المزارع بالعمل قيامًا مبكرًا,ركبَ الطالب الحافلة ركوبًا سريعًا,أ
7103,حدد نوع المفعول المطلق في جملة: أكل الرجل الطعام أكلًا سريعًا.,المفعول المطلق,10,سهل,مفعول به,مؤكد,مبيّن للنوع,مبيّن للعدد,ج
7104,ما الغرض من استخدام المفعول المطلق في جملة: شرحَ المعلم الدرس شرحًا وافيًا؟,المفعول المطلق,9,صعب,تأكيد المعنى,بيان النوع,بيان العدد,لا غرض له,ب
7105,أيٌّ من هذه الجمل تعبر عن مفعول مطلق مؤكد؟,المفعول المطلق,9,صعب,لعبَ الأطفال لعبًا رائعًا,نامَ الجندي نومًا عميقًا,قادَ السائق السيارة قيادةً سلسةً,دقَّ العمال المطرقة دقًا شديدًا,د
7106,ما نوع المفعول المطلق في الجملة: 'ركض اللاعب ركضًا سريعًا'؟,المفعول المطلق,9,سهل,مبيّن للنوع,لا يوجد مفعول مطلق,مؤكد للفعل,مبيّن للعدد,أ
7107,أي الجمل التالية تحتوي على مفعول مطلق مبيّن للعدد؟,المفعول المطلق,9,سهل,ركض الفتى ركضًا سريعًا.,كتب الطالب الدرس مرتين.,قرأ الطالب قراءةً وافية.,ضحك الطفل ضحكًا متواصلًا.,ب
7108,في جملة 'شرب الطفل الحليب شربًا كاملًا'، ما الغرض من المفعول المطلق؟,المفعول المطلق,8,صعب,توضيح العدد,لا استخدام محدد,توكيد الفعل,توضيح النوع,د
7109,ما إعراب كلمة 'عقابًا' في الجملة: 'عاقب القاضي المجرم عقابًا شديدًا'؟,المفعول المطلق,9,صعب,مفعول به,مفعول مطلق,حال,مبدأ جملة,ب
7110,ما الجملة التي تحتوي على مفعول مطلق مؤكد للفعل؟,المفعول المطلق,8,سهل,ذهب الرجل ذهابًا.,ركض الفتى ركضًا سريعًا.,لعب الطفل لعبتين.,قرأ الطالب الكتاب قراءةً متأنيةً.,أ
7111,أي الجمل تحتوي على مفعول مطلق مبيّن للنوع؟,المفعول المطلق,10,متوسط,ركض اللاعب بسرعة ركضًا.,شرب الطفل الحليب مرتين.,صعد المتسلق الجبل صعودًا شاقًا.,صلى المسلم صلاتين في المسجد.,ج
7112,ما نوع المفعول المطلق في الجملة: 'قام المعلم بتكرار الشرح ثلاث تكرارات'؟,المفعول المطلق,8,متوسط,مبيّن للعدد,مبيّن للنوع,مؤكد للفعل,ليس مفعولًا مطلقًا,أ
7113,ما الجملة التي تختلف عن الأخريات في نوع المفعول المطلق؟,المفعول المطلق,8,متوسط,توضأ الصغير وضوءًا بسيطًا.,حلّ الطالب التمرينَ حلًا متقنًا.,قال الوالد قولًا حكيمًا.,قرأ المدرس الكتاب مرتين.,د
7114,ما الفرق بين المفعول المطلق في الجملتين: 'ركض العداء ركضًا سريعًا' و'قرأ الطالب قراءةً متأنيّة'؟,المفعول المطلق,9,صعب,كلتاهما توكيد للفعل.,الجملة الأولى توكيد للفعل والثانية مبيّنة للنوع.,كلتاهما مبيّنة للنوع.,الجملة الأولى مبيّنة للنوع والثانية توكيد للفعل.,ج
7115,ما الهدف من استخدام المفعول المطلق في الجملة: 'تفوق الطالب تفوقًا باهرًا'؟,المفعول المطلق,9,صعب,توضيح النوع,توضيح العدد,لا دور له,توكيد الفعل,أ
7116,أيٌ من الجمل التالية تحتوي على مفعول مطلق مبين للنوع؟,المفعول المطلق,9,سهل,صلى المسلم صلاةً.,قام الطالب قيامًا مجتهدًا.,كتب الكاتب كتابةً.,شرح المعلم شرحًا وافيًا.,ب
7117,أي من العبارات التالية تعد استخدامًا صحيحًا للمفعول المطلق المؤكد للفعل؟,المفعول المطلق,8,متوسط,صنع الحرفي صنعًا متقنًا.,ركض الطفل ركضًا.,ذهب الطالب ذهاب المجتهدين.,جلس الولد جلسة الهادئ.,ب
7118,في أي جملة المفعول المطلق منصوب؟,المفعول المطلق,10,صعب,قرأ الطالب قراءةً سريعة.,جاء الولد مجيءَ الصديق.,أنهى الفنان لحنه إنهاء متقنًا.,تحدث المتحدث حديث الكبير.,أ
7119,ما نوع المفعول المطلق في الجملة: 'توقف القطار توقفًا مفاجئًا'؟,المفعول المطلق,9,متوسط,مؤكد للفعل,لا يحتوي على مفعول مطلق,بدل عن المفعول به,مبين للنوع,د
7120,أي من الخيارات التالية يُظهر مفعولًا مطلقًا يبيّن العدد؟,المفعول المطلق,8,صعب,أدى الطالب الاختبار أداء حسنًا.,قفز الطفل قفزًا عاليًا.,كرر التلميذ القراءة مرتين.,أكل الرجل أكلًا سريعًا.,ج
7121,في جملة 'انطلق العداء انطلاقًا قويًا'، ما الغرض من استخدام المفعول المطلق؟,المفعول المطلق,9,متوسط,تأكيد الفعل فقط.,التبيين لنوع الانطلاق.,الدلالة على مكان الانطلاق.,توضيح عدد مرات الانطلاق.,ب
7122,أي من الجمل التالية تفتقد مفعولًا مطلقًا تامًا؟,المفعول المطلق,8,سهل,ألقى الخطيب كلمةً بليغة.,اجتهد الولد اجتهادًا كبيرًا.,غادر العامل المكان مغادرة سريعة.,درس الطالب الدرس.,د
7123,حدد المفعول المطلق في الجملة: 'شكر الرئيس الضيف شكرًا جليلًا'.,المفعول المطلق,8,صعب,الضيف,شكرًا,جليلًا,الرئيس,ب
7124,ما إعراب المفعول المطلق في الجملة: 'كتب الكاتب كتابًا جديدًا'؟,المفعول المطلق,9,سهل,مفعول به منصوب وعلامة نصبه الفتحة.,حال منصوب وعلامة نصبه الفتحة.,بدل منصوب وعلامة نصبه الفتحة.,مفعول مطلق منصوب وعلامة نصبه الفتحة.,د
7125,ما وظيفة المفعول المطلق في الجملة 'ركض العداء ركضًا متعبًا'؟,المفعول المطلق,8,متوسط,توضيح العدد.,بيان النوع.,تأكيد للفعل.,دلالة على السبب.,ب
7126,ما نوع المفعول المطلق في الجملة التالية: 'صرخت صراخًا عاليًا'؟,المفعول المطلق,9,سهل,مفعول به ثاني,مبين للعدد,مؤكد للفعل,مبين للنوع,د
7127,حدد الجملة التي تحتوي على مفعول مطلق صحيح:,المفعول المطلق,9,صعب,خاف الطالب خوفًا عظيمًا.,ابتسم الرجل ابتسامة فرح.,رسم الفنان لوحة جميلة.,جرى اللاعب في الملعب.,أ
7128,ما إعراب 'ركض الركض السريع'؟,المفعول المطلق,10,صعب,ركض: فعل مضارع، الركض: مفعول مطلق، السريع: صفة مجرورة,ركض: فعل ماضٍ، الركض: مفعول مطلق منصوب، السريع: صفة منصوبة,ركض: فعل ماضٍ، الركض: مفعول مطلق منصوب، السريع: صفة مرفوعة,ركض: فعل ماضٍ، الركض: مفعول به منصوب، السريع: صفة منصوبة,ب
7129,ما هو المفعول المطلق المذكور في الجملة: 'كرر الطالب الكلمة ثلاث تكرارات'؟,المفعول المطلق,10,سهل,تكرارات,كرر,الطالب,الكلمة,أ
7130,ما الغرض من المفعول المطلق في الجملة: 'سافر الرحالة سفرًا طويلاً'؟,المفعول المطلق,10,صعب,توكيد للفعل,بيان للعدد,بيان للنوع,تحديد الغرض,ج
7131,ما المفعول المطلق في الجملة: 'تحدث الخطيب حديثًا مؤثرًا'؟,المفعول المطلق,7,سهل,مؤثرًا,حديثًا,تحدث,الخطيب,ب
7132,أكمل الجملة التالية بمفعول مطلق مناسب: 'تابعتُ الفيلم _____'؟,المفعول المطلق,9,سهل,تركيزًا,دقةً,إدراكًا,متابعةً دقيقةً,د
7133,أي مما يلي يمكن استخدامه كمفعول مطلق لتأكيد الفعل: 'شرح المعلم الدرس'؟,المفعول المطلق,9,متوسط,إفادةً,ردًا,شرحًا وافيًا,دقةً,ج
7134,في جملة 'قرأ الطالب القراءة الصحيحة': حدد المفعول المطلق.,المفعول المطلق,7,سهل,قرأ,الطالب,الصحيحة,القراءة,د
7135,اختر الجملة التي تحتوي على مفعول مطلق يبين العدد:,المفعول المطلق,8,صعب,ضرب الجندي العدو للإسقاط.,ضرب الجندي العدو بعنف.,ضرب الجندي العدو ضربًا موجعًا.,ضرب الجندي العدو ثلاث ضربات.,د
7136,ما نوع المفعول المطلق في الجملة: نظّم الفريق العمل تنظيمًا دقيقًا؟,المفعول المطلق,8,سهل,مُبَيِّن للنوع,مُبَيِّن للعدد,مؤكد للفعل,مفعول به,أ
7137,أكمل الجملة بمفعول مطلق مناسب: شرح المُعلم الدرس ....,المفعول المطلق,8,متوسط,مُعلِّمًا,دراسةً,شرح,شرحًا,د
7138,هل يُعتبر المفعول المطلق في جملة (قرأ الطالب الكتاب قراءةً متمعنةً) مُبَيِّنًا للنوع؟,المفعول المطلق,8,متوسط,غير معروف,نعم,لا,ربما,ب
7139,حدّد المفعول المطلق ونوعه في الجملة: انتصر البطل انتصارًا عظيمًا.,المفعول المطلق,8,متوسط,انتصارًا - مؤكد للفعل,انتصارًا - مُبَيِّن للنوع,البطل - مفعول به,عظيمًا - مُبَيِّن للنوع,ب
7140,ما وظيفة المفعول المطلق في الجملة: جرى اللاعب جريًا سريعًا؟,المفعول المطلق,9,متوسط,مُبَيِّن لطريقة الفعل,مُؤكد للفعل,اسم مجرور بالاضافة,مفعول به ثانٍ,أ
7141,ما نوع المفعول المطلق في جملة: كرّرتُ التجربة تكرارًا مُتقنًا؟,المفعول المطلق,10,صعب,مؤكد للفعل,مُبَيِّن للعدد,مفعول لأجله,مُبَيِّن للنوع,د
7142,في جملة (رسم الفنان اللوحة رسمًا رائعًا)، ما إعراب كلمة (رائعًا)؟,المفعول المطلق,9,صعب,مضاف إليه,حال,صفة مفعول مطلق,مفعول مطلق,ج
7143,ما الحال عند حذف المفعول المطلق من جملة: (شرح الأستاذ الدرس شرحًا)؟,المفعول المطلق,9,متوسط,تصبح الجملة خاطئة نحويًا.,تظل الجملة صحيحة معنويًا لكنها تفقد التأكيد.,يتغير زمن الفعل في الجملة.,لا يتغير شيء على الجملة.,ب
7144,ما الوظيفة الأساسية للمفعول المطلق في الجملة: توجّه القائد توجهًا شجاعًا؟,المفعول المطلق,9,صعب,مُبَيِّن للجنس,مُبَيِّن للعدد,مفعول به,مُبَيِّن للنوع,د
7145,في جملة (رفع العامل الحِمل رفعًا قويًا)، ماذا يحدث لحالة الجملة عند حذف كلمة (رفعًا)؟,المفعول المطلق,10,سهل,تظل صحيحة نحويًا لكنها تفقد التوضيح والبيان.,تصبح الجملة ناقصة نحويًا.,يتغير موقع العامل فيها.,يتغير معنى الفعل بالكامل.,أ
7146,"ما نوع المفعول المطلق في الجملة: ""ركض العداء ركضًا سريعًا""؟",المفعول المطلق,9,صعب,مؤكد للفعل,مبين للعدد,ليس مفعول مطلق,مبين للنوع,د
7147,"في الجملة ""كتب الطالب الدرس كتابةً جميلة""، ما هو المفعول المطلق؟",المفعول المطلق,8,صعب,الدرس,كتابةً,جميلة,الطالب,ب
7148,اختر الجملة التي لا تحتوي على مفعول مطلق:,المفعول المطلق,7,متوسط,قرأ الطفل الكتاب قراءةً,ذهب الولد إلى المدرسة,ضربتُه ضربًا موجعًا,رسم الرسام اللوحة رسمًا جميلًا,ب
7149,"ما هي وظيفة المفعول المطلق في الجملة: ""نظمتُ الحفلة تنظيمًا متقنًا""؟",المفعول المطلق,9,سهل,مبين للعدد,مبين للنوع,ليس له وظيفة,مؤكد للفعل,ب
7150,"""انطلق السهم انطلاقًا"". ما الغرض من استخدام المفعول المطلق؟",المفعول المطلق,8,صعب,مبين للنوع,مفعول لأجله,مؤكد للفعل,مبين للعدد,ج
7151,"في الجملة ""أحببت الكتاب حبًا كبيرًا""، ما نوع المفعول المطلق؟",المفعول المطلق,9,متوسط,مؤكد للفعل,مبين للعدد,مضاف إليه,مبين للنوع,د
7152,أي من الجمل التالية تحتوي على مفعول مطلق مؤكد للفعل؟,المفعول المطلق,8,متوسط,صاح الطفل صيحةً قويةً,شاهدتُ المباراة مشاهدةً ممتعةً,سافر الرجل سفرًا طويلًا,عرفت الحقيقة معرفةً,د
7153,"حدد نوع المفعول المطلق في الجملة: ""كرر المعلم الكلام مرتين"".",المفعول المطلق,10,متوسط,مبين للعدد,مبين للنوع,مؤكد للفعل,غير ذلك,أ
7154,"ما الفرق بين المفعول المطلق في الجملتين: ""ركض العداء ركضًا"" و""ركض العداء ركضته المعتادة""؟",المفعول المطلق,9,متوسط,الجملة الأولى مبين للعدد والثانية مبين للنوع,كلاهما مبين للنوع,الجملة الأولى مؤكد للفعل والثانية مبين للنوع,كلاهما مؤكد للفعل,ج
7155,"في الجملة: ""قال الخطيب خطبةً مُدويةً""، ما إعراب ""خطبةً""؟",المفعول المطلق,10,متوسط,مفعول مطلق,مفعول لأجله,مفعول به,بدل,أ
7156,ما نوع المفعول المطلق في الجملة: (قرأت الكتاب قراءة فهم ودراسة)؟,المفعول المطلق,9,صعب,مبيِّن للعدد,مبيِّن للنوع,مؤكِّد للفعل,مفعول لأجله,ب
7157,أكمل الجملة بمفعول مطلق مبيّن للعدد: (زار الطلاب المعرض .......),المفعول المطلق,8,صعب,زيارةً فقط,زيارة واحدة,زيارة ممتعة,زيارة متكررة,ب
7158,حدِّد نوع المفعول المطلق في الجملة: (أجاب الطالب إجابةً صحيحةً).,المفعول المطلق,8,سهل,مؤكِّد للفعل,مبيِّن للنوع,مجرور,مبيِّن للعدد,ب
7159,اختر الجملة التي تحتوي على مفعول مطلق مبيّن للعدد:,المفعول المطلق,9,صعب,زار الفريق المدرب زيارةً خاصة.,ركض اللاعبون ثلاث ركضات.,أكل الولد الطعام أكلاً هنيئاً.,كتب الكاتب المقال كتابة سريعة.,ب
7160,ما الغرض من استخدام المفعول المطلق في الجملة: (شرح المعلم الدرس شرحاً وافياً)؟,المفعول المطلق,9,متوسط,بيان العدد,توكيد الفعل,بيان النوع,تعليل الفعل,ج
7161,أي الجمل التالية تحتوي على مفعول مطلق مؤكد للفعل؟,المفعول المطلق,10,صعب,سار الجنود مشياً سريعاً.,ركض اللاعب ركضة واحدة.,تعلمت العلم تعلمًا.,تحدث الخطيب حديثاً ممتعاً.,ج
7162,إعراب المفعول المطلق في جملة: (كتب القاص القصة كتابةً أدبيةً) هو:,المفعول المطلق,9,متوسط,اسم منصوب وعلامة نصبه الفتحة.,خبر لفعل محذوف.,اسم مجرور بالإضافة.,اسم منصوب يتبع النعت.,أ
7163,أكمل العبارة بمفعول مطلق مبيّن للنوع: (ناقش العلماء القضية .........).,المفعول المطلق,9,صعب,مناقشة متكررة,مناقشة واحدة,مناقشة دقيقة,مناقشة ناقصة,ج
7164,ما الفرق بين المفعول المطلق في الجملتين: (سار مشياً) و (سار مشياً وئيداً)؟,المفعول المطلق,10,متوسط,الأولى مبيّنة للنوع والثانية مؤكدة للفعل.,كلاهما مبيّن للنوع.,الأولى مؤكدة للفعل والثانية مبيّنة للنوع.,كلاهما مؤكّد للفعل.,ج
7165,أي الجمل التالية لا تحتوي على مفعول مطلق؟,المفعول المطلق,9,متوسط,سافرت إلى مصر سفراً ممتعاً.,جلست في الحديقة.,قرأت الكتاب قراءة متمهلة.,أحببت الكتاب حباً عظيماً.,ب
7166,أي الجمل تحتوي على مفعول مطلق مؤكد للفعل؟,المفعول المطلق,9,متوسط,انطلقت السيارة انطلاقة سريعة,فهمتُ الموضوع فهمًا,أحببت الكتابة حبًا كبيرًا,درستُ الدرس دراسةً متأنيةً,ب
7167,ما نوع المفعول المطلق في الجملة التالية: كتب الكاتب كتابةً واضحة؟,المفعول المطلق,9,صعب,مبين للنوع,مبين للعدد,نائب عن المفعول المطلق,مؤكد للفعل,أ
7168,في جملة: ضرب اللاعب الكرة ضربتين، ما نوع المفعول المطلق؟,المفعول المطلق,9,متوسط,مؤكد للفعل,مبين للعدد,نائب عن المفعول المطلق,مبين للنوع,ب
7169,في الجملة: قرأتُ الكتاب قراءةً جيدة. ما إعراب كلمة (قراءةً)؟,المفعول المطلق,10,متوسط,مفعول به منصوب وعلامة نصبه الفتحة,حال منصوب وعلامة نصبه الفتحة,نائب عن مفعول مطلق وعلامة نصبه الفتحة,مفعول مطلق منصوب وعلامة نصبه الفتحة,د
7170,حدد نائب المفعول المطلق في الجملة: انتصر الجنود نصرًا مبينًا.,المفعول المطلق,9,متوسط,مبينًا,نصرًا,الجنود,لا يوجد نائب عن المفعول المطلق,د
7171,ما علامة إعراب المفعول المطلق في الجملة التالية: أعددنا الحفل إعدادًا كبيرًا؟,المفعول المطلق,8,صعب,مجرور بالكسر,منصوب بالفتحة,مرفوع بالضمة,منصوب بالألف,ب
7172,في الجملة: تحدث الرئيس كلامًا مؤثرًا، ما نوع المفعول المطلق (كلامًا)؟,المفعول المطلق,10,متوسط,مبين للنوع,نائب عن المفعول المطلق,مبين للعدد,مؤكد للفعل,أ
7173,في الجملة: ركض اللاعب ركضًا سريعًا، ما الوظيفة النحوية لكلمة (ركضًا)؟,المفعول المطلق,8,صعب,مفعول لأجله,مفعول به,حال,مفعول مطلق,د
7174,"ما الفرق النحوي بين المفعول المطلق في الجملتين: ""انتصر الجيش انتصارًا كبيرًا"" و""انتصر الجيش انتصارين""؟",المفعول المطلق,11,متوسط,الجملة الأولى تشتمل على نائب عن المفعول المطلق والثانية مبين للعدد,الجملة الأولى تشتمل على مفعول مطلق مبين للعدد والثانية مبين للنوع,الجملة الأولى تشتمل على مفعول مطلق مؤكد للفعل والثانية تشتمل على مبين للعدد,الجملة الأولى تشتمل على مفعول مطلق مبين للنوع والثانية على مؤكد للفعل,ج
7175,في جملة: أحترم القوانين احترامًا تامًا. ما وظيفة كلمة (احترامًا)؟,المفعول المطلق,9,متوسط,نائب عن مفعول مطلق,مضاف إليه,مفعول مطلق,حال,ج
7176,اقرأ الجملة التالية وحدد نوع المفعول المطلق: 'ذاكرت الدرس مذاكرةً جيدة.',المفعول المطلق,8,سهل,مبين للعدد,مبين للنوع,مفعول به,مؤكد للفعل,ب
7177,استخرج المفعول المطلق من الجملة التالية: 'ركض العداء ركضًا سريعًا.',المفعول المطلق,7,متوسط,سريعًا,العداء,ركض,ركضًا,د
7178,حدد الجملة التي تحتوي على مفعول مطلق مؤكد للفعل:,المفعول المطلق,8,سهل,ركض العداء ركضًا سريعًا.,تعلَّمتُ العلم تعلُّمًا.,حفظت القرآن حفظًا كاملاً.,ذاكرتُ مذاكرةً جيدة.,ب
7179,في الجملة: 'بنى العامل العمارة بناءً متينًا.' ما إعراب كلمة 'بناءً'؟,المفعول المطلق,9,سهل,حال منصوب,مفعول مطلق منصوب,مفعول به منصوب,تمييز منصوب,ب
7180,أي جملة تحتوي على مفعول مطلق مبين للعدد؟,المفعول المطلق,9,صعب,ذاكر الطالب دروسه مذاكرةً مستمرة.,ركض العداء ركضًا سريعًا.,ضرب المعلم الطالب ضربتين.,شرح الأستاذ الدرس شرحًا ممتعًا.,ج
7181,إعراب 'شكرًا' في جملة: 'أشكرك شكرًا.' هو:,المفعول المطلق,9,سهل,تمييز منصوب,مفعول مطلق منصوب,مفعول به منصوب,حال منصوب,ب
7182,ما الغرض من المفعول المطلق في جملة: 'وقف الطلاب وقوفًا منتظمًا.'؟,المفعول المطلق,9,سهل,بيان العدد,توكيد الفعل,تمييز الفاعل,بيان النوع,د
7183,اختر الجملة الصحيحة التي تحتوي على مفعول مطلق مؤكد للفعل:,المفعول المطلق,8,صعب,قرأت الكتاب قراءةً سريعة.,ذهب الطفل إلى المدرسة ذهابًا كسولًا.,أعجبتني الكتابة كتابةً متقنة.,أكلت الطعام أكلًا.,د
7184,ما نوع المفعول المطلق في الجملة: 'أجاب التلميذ إجابةً صحيحةً'؟,المفعول المطلق,8,سهل,مبين للعدد,مؤكد للفعل,مبين للنوع,مفعول لأجله,ج
7185,في الجملة: 'شرح المعلم الدرس شرحًا وافيًا.'، ما الغرض من المفعول المطلق؟,المفعول المطلق,8,سهل,توكيد الفعل,بيان العدد,بيان النوع,توضيح الفاعل,ج
7186,ما نوع المفعول المطلق في الجملة التالية: شرحتُ الدرس شرحًا وافيًا؟,المفعول المطلق,9,سهل,مؤكّد للفعل,لا ينتمي لأي نوع,مبيّن للعدد,مبيّن للنوع,د
7187,في الجملة: قرأتُ الكتاب قراءةً سريعة. ما إعراب كلمة (قراءةً)؟,المفعول المطلق,9,متوسط,مفعول مطلق,مفعول به,بدل,فاعل,أ
7188,أي الجمل التالية تحتوي على مفعول مطلق مؤكد للفعل؟,المفعول المطلق,10,سهل,تفوق الطالب تفوقًا كبيرًا.,أحببتُ الكتاب حبًا عظيمًا.,أقام الأستاذ درسًا طويلًا.,شكرتُ المعلم شكرًا.,د
7189,في الجملة: نظّفت الغرفة تنظيفًا عميقًا. ما نوع المفعول المطلق (تنظيفًا)؟,المفعول المطلق,9,متوسط,مؤكّد للفعل,مبيّن للعدد,مبيّن للنوع,مضاف إلى الفاعل,ج
7190,في الجملة: حفر العمال البئر حفرةً واسعةً. أي نوع من أنواع المفعول المطلق يظهر هنا؟,المفعول المطلق,10,متوسط,مبيّن للنوع,مؤكّد للفعل,مبيّن للعدد,غير ذلك,أ
7191,الجملة: انطلقت السيارة انطلاقًا سريعًا. نوع المفعول المطلق (انطلاقًا):,المفعول المطلق,9,سهل,غيرهما,مبيّن للنوع,مبيّن للعدد,مؤكّد للفعل,ب
7192,"حدد نوع (المفعول المطلق) في الجملة: ""ركض العداء ركضتين"".",المفعول المطلق,9,صعب,مبيّن للنوع,مؤكّد للفعل,غير محدد,مبيّن للعدد,د
7193,الجملة: أدّى الطالب الامتحان أداءً رائعًا. ما وظيفة (أداءً) في الجملة؟,المفعول المطلق,10,سهل,مفعول مطلق مبيّن للنوع,مفعول مطلق مبيّن للعدد,مفعول به ثاني,مفعول مطلق مؤكد للفعل,أ
7194,"ما نوع المفعول المطلق في الجملة: ""شرح الأستاذ الدرس شرحًا مُفصّلاً""؟",المفعول المطلق,8,صعب,مبيّن للعدد,لا ينتمي لأي نوع,مبيّن للنوع,مؤكّد للفعل,ج
7195,اجتهد الطالب اجتهادًا عظيمًا. المفعول المطلق (اجتهادًا) يعبر عن:,المفعول المطلق,8,صعب,كيفية الاجتهاد,نوع آخر,عدد المرات,تأكيد لفعل الاجتهاد,أ
7196,"ما هي علامة جزم الفعل المضارع في الجملة: ""لم يدرس الطالب درسه""؟",جزم الفعل المضارع للمرحلة الثانوية,8,سهل,حذف النون,حذف حرف العلة,السكون,ثبوت النون,ج
7197,أي الجمل التالية صحيحة من حيث جزم الفعل المضارع؟,جزم الفعل المضارع للمرحلة الثانوية,9,متوسط,لا تجازف فستخسر,لا تجازف فتخسر,لا تجازف فخسرت,لا تجازف فتخسرُ,ب
7198,"ما علامة الجزم في الفعل المضارع المعتل الآخر في الجملة: ""لم يرمِ السهم""؟",جزم الفعل المضارع للمرحلة الثانوية,9,سهل,حذف حرف العلة,ثبوت النون,السكون,حذف النون,أ
7199,"أكمل الجملة التالية بفعل مناسب مع بيان سبب الجزم: ""لا تأكل كثيراً كي ...""؟",جزم الفعل المضارع للمرحلة الثانوية,9,صعب,تتمتعُ بصحة جيدة,تتمتعَ بصحة جيدة,تتمتعْ بصحة جيدة,تتمتعِ بصحة جيدة,ب
7200,"ما نوع أداة الشرط في الجملة: ""مَنْ يتبع الهدى فلا يضل""؟",جزم الفعل المضارع للمرحلة الثانوية,9,صعب,توكيد,نفي,غير جزمية,جزمية,د
7201,"أكمل بجملة صحيحة: ""إنْ تذاكر دروسك ...""؟",جزم الفعل المضارع للمرحلة الثانوية,7,سهل,تنجحْ,فسوف تنجح,فهتنجح,نجحتَ,أ
