SerialID,Source,orgSerial,Grade,GradeName,Lesson,DifficultyLevel,DifficultyName,Question,A,B,C,D,Explanation,GPT-4o-mini,GPT-4o-mini-Correct,GPT4o-mini-Lesson
8345,تطبيق نحو,10569,11,ما قبل الثالث الثانوي,,1,ضعيف,جاء الرجل يفيض وجهه بشرًا. إعراب كلمة (بشرًا) : ,تمييز ,مفعول به أوَّل ,مفعول به ثانٍ ,مفعول مطلق ,كلمة (بشرًا) أزالت الإبهام عن معنى الفعل المضارع (يفيض) ؛ ولذلك تُعرَب تمييزًا. ، والفعل (يفيض) فعل لازم. ,تطبيقي,,التمييز
8346,تطبيق نحو,10038,11,ما قبل الثالث الثانوي,,1,ضعيف,(لا) النافية للجنس تعمل عمل ....... ,(إنَّ) وأخواتها,(كان) وأخواتها,(كاد) وأخواتها,(ظنَّ) وأخواتها,(لا) النافية للجنس تعمل عمل (إنَّ) وأخواتها بشروط. ,قواعد نظرية,,إن وأخواتها
8347,تطبيق نحو,10071,11,ما قبل الثالث الثانوي,,1,ضعيف,تنقسم الضمائر إلى: ,منفصلة، ومتَّصلة,جامدة، ومشتقَّة,لفظي، ومعنوي,ملفوظ، وملحوظ,تنقسم الضمائر إلى: ضمائر منفصلة، وضمائر متَّصلة. ,قواعد نظرية,,الضمائر المنفصلة والمتصلة
8348,تطبيق نحو,10285,11,ما قبل الثالث الثانوي,,1,ضعيف,لا طالب علم نادم. اسم (لا) النافية للجنس في الجملة نوعه: ,مضاف,مفرد,شبيه بالمضاف,غير ذلك,اسم (لا) النافية للجنس قد يكون مفردًا، أو مضافًا، أو شبيهًا بالمضاف. ,قواعد نظرية,,لا النافية للجنس
8349,تطبيق نحو,10635,11,ما قبل الثالث الثانوي,,1,ضعيف,حلية الفتاة الأدب ....... الجواهر. ,لا ,لكن ,بل ,أم ,الجملة قبل أداة العطف (لا) مثبتة دائمًا. ,تطبيقي,,العطف
8350,تطبيق نحو,10616,11,ما قبل الثالث الثانوي,,1,ضعيف,فعل واحد ممَّا يلي تُقلَب الألف فيه إلى ياء عند بنائه للمجهول: ,أعان ,ساعد ,شارك ,راجع ,عند بناء الفعل الماضي للمجهول نضمُّ الحرف الأوَّل، ونكسر ما قبل الآخر، فإذا كان ما قبل الآخر ألفًا تُقلَب إلى ياء، ويُكسَر ما قبلها. ,قواعد نظرية,,بناء الفعل للمجهول
8351,تطبيق نحو,10246,11,ما قبل الثالث الثانوي,,1,ضعيف,أفعال الشروع ....... ,يمتنع اقتران خبرها بـ (أن) . ,يكثر اقتران خبرها بـ (أن) . ,يقلُّ اقتران خبرها بـ (أن) . ,يُستخدَم منها الماضي والمضارع ,أفعال الشروع يمتنع اقتران خبرها بـ (أن) . ,قواعد نظرية,,كاد وأخواتها
8352,تطبيق نحو,10180,11,ما قبل الثالث الثانوي,,1,ضعيف,لن ....... المجتمعات إلا بالعمل. ,تتقدَّمَ (بفتح الميم) . ,تتقدَّمُ (بضم الميم) . ,تتقدَّمْ ,تتقدَّموا ,(لن) : أداة من أدوات نصب الفعل المضارع. ,تطبيقي,,إسناد الأفعال إلى الضمائر
8353,تطبيق نحو,10771,11,ما قبل الثالث الثانوي,,1,ضعيف,ركبنا السفينة مركبًا آمنًا. إعراب المصدر الميميِّ في الجملة (كلمة: مركبًا) : ,مفعول مطلق ,مفعول به ,مفعول لأجله ,تمييز ,إعراب كلمة (مركبًا) : مفعول مطلق منصوب، وعلامة النصب الفتحة. ,تطبيقي,,المفعول المطلق
8354,تطبيق نحو,10052,11,ما قبل الثالث الثانوي,,1,ضعيف,يهدف الناس إلى تنمية وطنهم. المصدر (تنمية) هو مصدر .......,رباعيٌّ ,ثلاثيٌّ,خماسيٌّ,سداسيٌّ,المصدر (تنمية) هو مصدر رباعيٌّ من الفعل الماضي (نمَّى) . ,قواعد نظرية,,المصادر
8355,تطبيق نحو,10595,11,ما قبل الثالث الثانوي,,1,ضعيف,أصبَّارٌ ....... على الأذى؟ ,أخوكَ ,أخاكَ ,أخيكَ ,غير ذلك ,إعراب كلمة (أخوكَ) : فاعل لصيغة المبالغة مرفوع، وعلامة الرفع الواو؛ لأنَّها من الأسماء الخمسة. ,تطبيقي,,الأسماء الخمسة
8356,تطبيق نحو,10497,11,ما قبل الثالث الثانوي,,1,ضعيف,أفظِع بأن يُعاقَب المظلوم. إعراب كلمة (المظلوم) : ,نائب فاعل ,فاعل مجرور لفظًا مرفوع محلا ,فاعل مرفوع لفظًا مجرور محلا ,مفعول به ,المتعجَّب منه في الجملة هو المصدر المؤوَّل، وإعراب كلمة (المظلوم) : نائب فاعل مرفوع، وعلامة الرفع الضَّمَّة. ,تطبيقي,,علامات إعراب المفعول به
8357,تطبيق نحو,10531,11,ما قبل الثالث الثانوي,,1,ضعيف,تصدَّقتُ ببعض المال (إرضاءً لله) . نسأل عمَّا بين القوسين في الجملة باستخدام: ,لماذا ,كيف ,كم ,متى ,المفعول لأجله يكون إجابةً على سؤال يبدأ بـ (لماذا) . ,تطبيقي,,المفعول لأجله
8358,تطبيق نحو,10227,11,ما قبل الثالث الثانوي,,1,ضعيف,الفعل (ما دام) : ....... ,فعل ناقص جامد,فعل ينصب الاسم، ويرفع الخبر ,فعل  يفيد التحوَّل,فعل تامٌّ,الفعل (مادام) فعل ناقص جامد، ولا يُستخدَم ناقصًا إلا في شكل الفعل الماضي. ,قواعد نظرية,,الفعل التام، والفعل الناقص
8359,تطبيق نحو,10780,11,ما قبل الثالث الثانوي,,1,ضعيف,يحبُّ الناس أوطانهم بلا جدال. كلمة (جدال) وردت بالجملة: ,مجرورةً ,مرفوعةً ,منصوبةً ,مبنيَّةً ,إذا سُبِقت (لا) النافية للجنس بحرف جرٍّ يُلغَى عملها، ويُجَرُّ ما بعدها. ,تطبيقي,,علامات إعراب المضاف إليه
8360,تطبيق نحو,10171,11,ما قبل الثالث الثانوي,,1,ضعيف,نحن معشر الأنبياء لا نُوَرَّث  . إعراب كلمة (معشر) : مفعول به لفعلٍ محذوفٍ تقديره ....... ,أخصُّ,الزم,أحذِّر,أقول,الاسم المختصُّ إعرابه: مفعول به لفعلٍ محذوفٍ تقديره: أخصُّ، أو أعني، أو أقصد. ,تطبيقي,,علامات إعراب المفعول به
8361,تطبيق نحو,10482,11,ما قبل الثالث الثانوي,,1,ضعيف,اسم المفعول لا يُصَاغ إلا من الفعل ....... ,المبنيِّ للمجهول ,المبنيِّ للمعلوم ,اللازم ,الصحيح ,اسم المفعول لا يُصَاغ إلا من الفعل المبنيِّ للمجهول. ,قواعد نظرية,,اسم المفعول
8362,تطبيق نحو,10114,11,ما قبل الثالث الثانوي,,1,ضعيف,الطبيبان ....... المرضى. ,يعالجان,يعالجا,يعالجون,تعالجين ,الأفعال الخمسة تُرفَع بثبوت النون، وتُنصَب وتُجزَم بحذف النون. ,تطبيقي,,إعراب المثنى والجموع بأنواعها
8363,تطبيق نحو,10474,11,ما قبل الثالث الثانوي,,1,ضعيف,(نصر الله المؤمنين) عند بناء هذه الجملة للمجهول تصبح: ,نُصِر المؤمنون,نُصِر المؤمنِين,نُصَر المؤمنون,نُصَر المؤمنِين,يُضَمُّ أول الفعل، ويُكسَر ما قبل آخره. ,تطبيقي,,بناء الفعل للمجهول
8364,تطبيق نحو,10321,11,ما قبل الثالث الثانوي,,1,ضعيف,(مستقيم) اسم فاعل من الفعل الماضي: ,استقام ,أقام,قاوم,قام ,للإتيان بالفعل الماضي من اسم الفاعل غير الثلاثيِّ يُكتفَى بحذف الميم المضمومة، وأحيانًا تُحذَف الميم ويُضاف ألف. ,قواعد نظرية,,اسم الفاعل
8365,تطبيق نحو,10699,11,ما قبل الثالث الثانوي,,1,ضعيف,إنَّ الأنبياء أصدق الناس حديثًا. إعراب كلمة (حديثًا) : ,تمييز ,حال ,اسم (إنَّ) ,خبر (إنَّ) ,التمييز من المنصوبات. ,تطبيقي,,إن وأخواتها
8366,تطبيق نحو,10297,11,ما قبل الثالث الثانوي,,1,ضعيف,وإذا حُيِّيتم بتحَّيةٍ فحيُّوا بأحسن منها  . كلمة (أحسن) : .......,مجرورة بالفتحة,مجرورة بالكسرة,غير ممنوعة من الصرف,عَلَم على وزن الفعل ,كلمة (أحسن) مجرورة بالفتحة؛ لأنَّها ممنوعة من الصرف. ,تطبيقي,,اسم التفضيل
8367,تطبيق نحو,10545,11,ما قبل الثالث الثانوي,,1,ضعيف,الولد ملابسه نظيفة. إعراب كلمة (نظيفة) : ,خبر ,نعت مرفوع ,نعت منصوب ,نعت مجرور ,خبر المبتدأ في الجملة نوعه: جملة اسميَّة، وإعراب كلمة (نظيفة) : خبر المبتدأ الثاني مرفوع. ,تطبيقي,,النعت المفرد، وغير المفرد
8368,تطبيق نحو,10632,11,ما قبل الثالث الثانوي,,1,ضعيف,كلُّ ما يلي أفعال مزيدة ما عدا: ,يقتل ,يقاتل ,يقتتل ,يتقاتل ,الفعل يقتل أصله: (قتل) ، وهو فعل مجرَّد ثلاثيٌّ. ,قواعد نظرية,,المجرد والمزيد
8369,تطبيق نحو,10133,11,ما قبل الثالث الثانوي,,1,ضعيف,يصدق المؤمن في أقواله وأفعاله. الفعل المضارع (يصدق) :,مرفوع,منصوب,مجزوم,غير ذلك ,يُرفَع الفعل المضارع إذا لم يسبقه ناصب ولا جازم. ,تطبيقي,,جزم الفعل المضارع للمرحلة الثانوية
8370,تطبيق نحو,10555,11,ما قبل الثالث الثانوي,,1,ضعيف,يسرُّني أنَّ الربيع ....... ,قادمٌ ,قادمًا ,قادمٍ ,غير ذلك ,(إنَّ) وأخواتها تنصب الاسم، وترفع الخبر. ,تطبيقي,,إن وأخواتها
8371,تطبيق نحو,10123,11,ما قبل الثالث الثانوي,,1,ضعيف,في الفصل إحدى عشرة ....... ,طالبة ,طالبا ,طلاب ,طالبات ,العدد (11) يوافق المعدود في التذكير والتأنيث.,تطبيقي,,إعراب المثنى والجموع بأنواعها
8372,تطبيق نحو,10415,11,ما قبل الثالث الثانوي,,1,ضعيف,هذا ....... مفيد. ,الغذاءُ,الغذاءَ,الغذاءِ,غير ذلك,إعراب كلمة (الغذاءُ) : بدل مرفوع، وعلامة الرفع الضمة. ,تطبيقي,,علامات إعراب المفعول به
8373,تطبيق نحو,10144,11,ما قبل الثالث الثانوي,,1,ضعيف,اسم المفعول المعرَّف بأل: ,يعمل بدون شروط ,يعمل بشروط,لا يعمل عمل فعله,يعمل عمل فعله المبنيِّ للمعلوم ,اسم المفعول المعرَّف بأل يعمل عمل فعله بدون شروط. ,قواعد نظرية,,اسم المفعول
8374,تطبيق نحو,10262,11,ما قبل الثالث الثانوي,,1,ضعيف,كأن القائد أسد. كلمة (أسد) : ,مرفوعة ,منصوبة,مجرورة,غير ذلك,(إنَّ) وأخواتها تنصب الاسم، وترفع الخبر. ,قواعد نظرية,,إن وأخواتها
8375,تطبيق نحو,10686,11,ما قبل الثالث الثانوي,,1,ضعيف,عاقَبَ القاضي السارق ....... شديدة. ,معاقبةً ,عقابًا ,تعقيبًا ,تعاقبًا ,الصواب: عاقَبَ القاضي السارق معاقبةً شديدةً. ,تطبيقي,,المفعول المطلق
8376,تطبيق نحو,10562,11,ما قبل الثالث الثانوي,,1,ضعيف,في كم مسابقة اشتركتَ. هذه الجملة يجب أن تُوضَع في نهايتها: ,علامة الاستفهام (؟) ,علامة التعجب (!) ,النقطة (.) ,النقطتان (:) ,إذا سُبِقت (كم) بحرف جرٍّ فهي (كم) الاستفهاميَّة. ,تطبيقي,,أدوات النفي وأدوات الاستفهام
8377,تطبيق نحو,10594,11,ما قبل الثالث الثانوي,,1,ضعيف,نفتح علبة العصير بـ (الفتاحة) ، ونفتح الدرج بـ (المفتاح) . ,كلتاهما اسم آلة ,الكلمة الأولى اسم آلة، والثانية صيغة مبالغة ,الكلمة الأولى صيغة مبالغة، والثانية اسم آلة ,كلتاهما صيغة مبالغة ,كلتا الكلمتَين: (الفتاحة) ، و (المفتاح) اسم آلة. ,تطبيقي,,صيغ المبالغة
8378,تطبيق نحو,10411,11,ما قبل الثالث الثانوي,,1,ضعيف,ليس خالد ....... الرحم. إذا كانت كلمة (الرحم) مفعولا به لاسم الفاعل فإنَّ الصواب ممَّا يلي هو: ,قاطعًا ,قاطعَ (بفتح العين) ,قاطعٌ (بضمِّ العين) ,قاطعٍ (كسر العين) ,إعراب كلمة (قاطعًا) : خبر (ليس) منصوب. ,تطبيقي,,إعمال اسم الفاعل
8379,تطبيق نحو,10141,11,ما قبل الثالث الثانوي,,1,ضعيف,الرأسماليَّة مذهب عربيٌّ. كلمة (الرأسماليَّة) :,مصدر صناعيٌّ,مصدر صريح,مصدر ميميٌّ,اسم منسوب,المصدر الصناعيُّ ينتهي بياء مشدَّدة وتاء مربوطة، بشرط ألا يقع نعتًا. ,قواعد نظرية,,المصدر الميمي والمصدر الصناعي
8380,تطبيق نحو,10759,11,ما قبل الثالث الثانوي,,1,ضعيف,رأيتُ القائد ....... بين جنوده. ,واقفًا ,واقفٌ ,واقفٍ ,غير ذلك ,إعراب كلمة (واقفًا) : حال منصوبة، وعلامة النصب الفتحة. ,تطبيقي,,الحال المفردة، والحال غير المفردة
8381,تطبيق نحو,10192,11,ما قبل الثالث الثانوي,,1,ضعيف,فلبث في السجن بعض سنين  . إعراب كلمة (سنين) : ,مضاف إليه ,مفعول به ,تمييز ,مفعول مطلق ,إعراب كلمة (سنين) : مضاف إليه مجرور، وعلامة الجرِّ الياء؛ لأنَّها ملحقة بجمع المذكَّر السالم. ,تطبيقي,,إعراب المثنى والجموع بأنواعها
8382,تطبيق نحو,10611,11,ما قبل الثالث الثانوي,,1,ضعيف,أداء اللاعب متميِّز. بتثنية كلمة (اللاعب) تصبح الجملة: ,أداء الطالبَين متميِّز ,أداء الطالبان متميِّز ,أداء الطلابُ متميِّز ,أداء الطلابِ متميِّز ,الصواب: أداء الطالبَين (مضاف إليه مجرور، وعلامة الجرِّ الياء) متميِّز. ,تطبيقي,,إعراب المثنى والجموع بأنواعها
8383,تطبيق نحو,10268,11,ما قبل الثالث الثانوي,,1,ضعيف,علمتُ ....... المجدِّين فائزون. ,أنَّ ,إنَّ,لعل,ليت,(أنَّ) لا تأتي في بداية الجملة. ,تطبيقي,,إن وأخواتها
8384,تطبيق نحو,10026,11,ما قبل الثالث الثانوي,,1,ضعيف,نحن التلاميذ مجتهدون. إعراب كلمة (التلاميذ) : ,مفعول به,خبر,نعت,مضاف إليه,الاسم المختصُّ يُعرَب مفعولا به لفعلٍ محذوفٍ تقديره: أخصُّ. ,تطبيقي,,أنواع الخبر
8385,تطبيق نحو,10324,11,ما قبل الثالث الثانوي,,1,ضعيف,واحد فقط مما يلي لا يمكن التعجُّب منه نهائيًّا: ,مات,اعترف,يُكتب,لا يكذب,لا يمكن التعجُّب من الأفعال غير القابلة للتفاوت. ,تطبيقي,,أسلوب التعجب
8386,تطبيق نحو,10585,11,ما قبل الثالث الثانوي,,1,ضعيف,عليك أن تجتهد كي تنجح. إذا أردنا أن نجعل الخطاب في الجملة لجمع المذكَّر تصبح الجملة: ,عليكم أن تجتهدوا لتنجحوا ,عليكم أن تجتهدوا لتنجحون ,عليكم أن تجتهدون لتنجحوا ,عليكم أن تجتهدون لتنجحون ,الفعلان في الجملة منصوبان بحذف النون. ,تطبيقي,,إعراب المثنى والجموع بأنواعها
8387,تطبيق نحو,10094,11,ما قبل الثالث الثانوي,,1,ضعيف,عند بناء الفعل المضارع للمجهول نضمُّ الحرف الأول، و....... ما قبل الآخر. ,نفتح,نضمّ ُ,نكسر,غير ذلك,عند بناء الفعل المضارع للمجهول نضمُّ الحرف الأول، ونفتح ما قبل الآخر. ,قواعد نظرية,,بناء الفعل للمجهول
8388,تطبيق نحو,10382,11,ما قبل الثالث الثانوي,,1,ضعيف,لا يُنصَب المفعول به بالكسرة إلا إذا كان ....... ,جمع مؤنَّث سالمًا,جمع مذكَّر سالمًا,اسمًا ممنوعًا من الصرف,جمع تكسير,جمع المؤنَّث السالم يُرفَع بالضمة، ويُنصَب ويُجَرُّ بالكسرة. ,قواعد نظرية,,علامات إعراب المفعول به
8389,تطبيق نحو,10068,11,ما قبل الثالث الثانوي,,1,ضعيف,كلُّ ما يلي من الأسماء الخمسة، ما عدا: ,فم,فوك,أبوه,أخاها ,لا تكون كلمة (فو) من الأسماء الخمسة إلا عندما تخلو من الميم. ,قواعد نظرية,,الأسماء الخمسة
8390,تطبيق نحو,10763,11,ما قبل الثالث الثانوي,,1,ضعيف,وقِيل يا أرض ابلعي ماءكِ  . كلمة (أرض) وردت في الآية: ,مبنيَّةً ,مرفوعةً ,منصوبةً ,مجرورةً ,إعراب كلمة (أرض) : منادى مبنيٌّ على الضَّمِّ؛ لأنَّه نكرة مقصودة. ,قواعد نظرية,,المنادى
8391,تطبيق نحو,10676,11,ما قبل الثالث الثانوي,,1,ضعيف,أُعرِبت الجملة. إذا أردنا إعادة بناء الجملة للمعلوم تصبح: ,أعرب التلميذ الجملة ,أعربت التلميذ الجملة ,أعرب التلميذة الجملة ,أُعرِبت التلميذة الجملة ,الصواب: أعرب التلميذ الجملة. ,تطبيقي,,إعراب المثنى والجموع بأنواعها
8392,تطبيق نحو,10743,11,ما قبل الثالث الثانوي,,1,ضعيف,كلُّ الضمائر التالية للغائب ما عدا: ,أنتَ ,هم ,الهاء ,هن ,أنتَ: ضمير مخاطب. ,قواعد نظرية,,الضمائر المنفصلة والمتصلة
8393,تطبيق نحو,10154,11,ما قبل الثالث الثانوي,,1,ضعيف,كأنَّ خالدًا أسد. بحذف (كأنَّ) تصبح الجملة: ,خالد أسد ,خالدًا أسد ,خالدًا أسدًا  ,خالد أسدًا ,إذا حذفنا الحرف الناسخ تعود الجملة جملةً اسميَّة مكوَّنةً من المبتدأ والخبر المرفوعَين. ,تطبيقي,,إن وأخواتها
8394,تطبيق نحو,10118,11,ما قبل الثالث الثانوي,,1,ضعيف,لا يُرفَع بالألف فيما يلي إلا: ,المثنَّى ,جمع التكسير,جمع المؤنَّث السالم,جمع المذكَّر السالم ,المثنَّى يُرفَع بالألف، ويُنصَب ويُجَرُّ بالياء. ,قواعد نظرية,,إعراب المثنى والجموع بأنواعها
8395,تطبيق نحو,10034,11,ما قبل الثالث الثانوي,,1,ضعيف,النصر مع الصبر. شبه الجملة (مع الصبر) وقعت في محلِّ .......,رفع,جر,نصب ,غير ذلك,شبه الجملة (مع الصبر) وقعت في محلِّ رفع خبر. ,تطبيقي,,الجمل التي لها (وليس لها) محل من الإعراب
8396,تطبيق نحو,10717,11,ما قبل الثالث الثانوي,,1,ضعيف,أدَّى المؤمن ....... ,الصلواتِ (بكسر التاء) ,الصلاةِ (بكسر التاء المربوطة) ,الصلواتُ (بضمِّ التاء) ,الصلاةُ (بضمِّ التاء المربوطة) ,يُنصَب المفعول به بالكسرة إذا كان جمع مؤنَّثٍ سالمًا. ,تطبيقي,,إعراب المثنى والجموع بأنواعها
8397,تطبيق نحو,10827,11,ما قبل الثالث الثانوي,,1,ضعيف,يا ....... بعباده ارحمنا. ,رءوفًا ,رءوف ,رؤوفًا ,رؤوف ,الصواب: يا رءوفًا (منادى شبيه بالمضاف، والصواب أن تُرسَم الهمزة على السطر) بعباده، ارحمنا. ,تطبيقي,,اسم الفاعل
8398,تطبيق نحو,10048,11,ما قبل الثالث الثانوي,,1,ضعيف,كلُّ ما يلي على وزن (إفعال) ، ما عدا ....... ,انتصار,إقبال,إرسال,إعجاب,كلمة (انتصار) على وزن: (افتعال) . ,قواعد نظرية,,الميزان الصرفي
8399,تطبيق نحو,10690,11,ما قبل الثالث الثانوي,,1,ضعيف,........ كانا يأكلان الطعام  . كلا الفعلَين في الجملة متَّصلان بألف الاثنين، وما يُعَدُّ من الأفعال الخمسة: ,الفعل (يأكلان) فقط ,الفعل (كانا) فقط ,كلاهما ,غير ذلك ,يُشترَط في الأفعال الخمسة أن تكون أفعالا مضارعةً. ,قواعد نظرية,,كان وأخواتها
8400,تطبيق نحو,10072,11,ما قبل الثالث الثانوي,,1,ضعيف,كلمة واحدة مما يلي على وزن (انفعل) ، وهي ....... ,اندمج,انتظر,انتصر,انتشر,الفعل الماضي (اندمج) على وزن (انفعل) ، والنون أصليَّة في بقيَّة الأفعال. ,قواعد نظرية,,الأفعال الخمسة
8401,تطبيق نحو,10692,11,ما قبل الثالث الثانوي,,1,ضعيف,أعان الله ....... على فعل الخير. ,المؤمنِين ,المؤمنان ,المؤمنون ,المؤمنِ (بكسر النون) ,إعراب كلمة (المؤمنِين) : مفعول به منصوب، وعلامة النصب الياء) . ,تطبيقي,,إعراب المثنى والجموع بأنواعها
8402,تطبيق نحو,10360,11,ما قبل الثالث الثانوي,,1,ضعيف,المسلمون كلهم أحرار. إعراب (كلهم) : ,توكيد معنوي,توكيد لفظي,خبر,مضاف إليه ,إعراب (كلهم) : توكيد معنوي مرفوع؛ لأن الاسم المؤكَّد في الجملة مرفوع. ,تطبيقي,,التوكيد
8403,تطبيق نحو,10806,11,ما قبل الثالث الثانوي,,1,ضعيف,هذا الولد يجلس معتدلا. في الجملة: ,حال واحدة، ونوعها: مفردة ,حال واحدة، ونوعها: جملة فعليَّة ,حال واحدة، ونوعها: شبه جملة ,حال جملة فعليَّة، وحال مفردة ,في الجلة حال واحدة، ونوعها: مفردة، وهو كلمة (معتدلا) . ,تطبيقي,,الحال المفردة، والحال غير المفردة
8404,تطبيق نحو,10465,11,ما قبل الثالث الثانوي,,1,ضعيف,الواثقون من النصر منتصرون. إعراب كلمة (منتصرون) : ,خبر ,فاعل مؤخَّر لاسم الفاعل ,مبتدأ مؤخَّر ,نعت ,الخبر هو ما يتمِّم معنى الجملة الاسميَّة. ,تطبيقي,,علامات إعراب الفاعل والمبتدأ والخبر
8405,تطبيق نحو,10532,11,ما قبل الثالث الثانوي,,1,ضعيف,بداية العام الدراسي ملتقى طلاب الجامعات. الاسم المشتقُّ (ملتقى) نوعه: ,اسم زمان غير ثلاثيٍّ ,اسم مكان غير ثلاثيٍّ ,اسم مفعول غير ثلاثيٍّ ,اسم فاعل غير ثلاثيٍّ ,اُستُخدِمت كلمة (مُلتقى) في الجملة كاسم زمان غير ثلاثيٍّ. ,قواعد نظرية,,اسما الزمان والمكان
8406,تطبيق نحو,10598,11,ما قبل الثالث الثانوي,,1,ضعيف,بإسناد الفعل (ارتقى) إلى تاء التأنيث يصبح: ,ارتقت ,ارتقيتُ ,ارتقيتَ ,ارتقيتِ ,تاء التأنيث ساكنة، وما قبلها مفتوح. ,تطبيقي,,إسناد الأفعال إلى الضمائر
8407,تطبيق نحو,10181,11,ما قبل الثالث الثانوي,,1,ضعيف,يُرفَع الفاعل بالألف إذا كان ....... ,مثنَّى,جمع مذكَّر سالمًا ,مثنَّى، أو اسمًا من الأسماء الخمسة,جمع مؤنَّث سالمًا ,يُرفَع الفاعل بالألف إذا كان مثنَّى أو ملحقًا بالمثنَّى. ,قواعد نظرية,,إعراب المثنى والجموع بأنواعها
8408,تطبيق نحو,10306,11,ما قبل الثالث الثانوي,,1,ضعيف,ما أروع نهر النيل. كلمة (نهر) : ,منصوبة,مجرورة,مرفوعة,مبنيَّة,المتعجَّب منه في صيغة (ما أفعله) منصوب دائمًا، ويُعرَب مفعولا به. ,تطبيقي,,أسلوب التعجب
8409,تطبيق نحو,10550,11,ما قبل الثالث الثانوي,,1,ضعيف,الإفطار مُعَدٌّ للأسرة. الفعل الذي صِيغ منه اسم المفعول (مُعَدّ) هو: ,أُعِدَّ ,أَعَدَّ ,عدَّ ,أعاد ,اسم المفعول يُشتَقُّ من الفعل المبنيِّ للمجهول. ,تطبيقي,,اسم المفعول
8410,تطبيق نحو,10370,11,ما قبل الثالث الثانوي,,1,ضعيف,الفعل المضارع ....... ,معرب، ولا يُبنَى إلا في حالتَين,مبنيٌّ، ولا يُعرَب إلا في حالتَين,معرب دائمًا,مبنيٌّ دائمًا,الفعل المضارع معرب، ولا يُبنى إلا في حالتَين: إذا اتَّصلت به نون النسوة يُبنَى على السكون، وإذا اتَّصلت به نون التوكيد يُبنَى على الفتح. ,قواعد نظرية,,المعرب والمبني من الأفعال
8411,تطبيق نحو,10831,11,ما قبل الثالث الثانوي,,1,ضعيف,تقضي بين الناس بالحقِّ – يحترموكَ. بالربط بين الجملتَين بأداة شرط جازمة للزمان تصبح الجملة: ,متى تقضِ بين الناس بالحقِّ يحترموكَ ,إن تقضِ بين الناس بالحقِّ يحترموكَ ,مَن يقضِ بين الناس بالحقِّ يحترموه  ,إذا تقضي بين الناس بالحقِّ يحترمونكَ ,أداة الشرط (متى) تُستخدَم للزمان.,تطبيقي,,أسلوب الشرط
8412,تطبيق نحو,10718,11,ما قبل الثالث الثانوي,,1,ضعيف,الفعل (فني) : ,لا يُصَاغ منه اسم التفضيل ,يُصَاغ منه اسم التفضيل بطريقة مباشرة ,يُصَاغ منه اسم التفضيل بطريقة غير مباشرة ,فعل جامد ,الفعل (فني) غير قابل للتفاوت، ولا يُصَاغ منه اسم التفضيل. ,قواعد نظرية,,اسم التفضيل
8413,تطبيق نحو,10237,11,ما قبل الثالث الثانوي,,1,ضعيف,من ضمائر الرفع المنفصلة ....... ,هو,إيَّاك,واو الجماعة ,إيَّاكم,الضمير (هو) من ضمائر الرفع المنفصلة. ,قواعد نظرية,,أسماء الإشارة والضمائر المنفصلة
8414,تطبيق نحو,10765,11,ما قبل الثالث الثانوي,,1,ضعيف,وأن تصوموا خير لكم  . علامة نصب الفعل المضارع (تصوموا) هي: ,حذف النون ,حذف حرف العلَّة ,الفتحة الظاهرة ,الفتحة المقدَّرة ,الأفعال الخمسة تُرفَع بثبوت النون، وتُنصَب وتُجزَم بحذف النون. ,قواعد نظرية,,نصب الفعل المضارع للمرحلة الثانوية
8415,تطبيق نحو,10664,11,ما قبل الثالث الثانوي,,1,ضعيف,المجتهد لا يهمل. (لا) في الجملة نوعها: ,نافية ,ناهية ,أداة عطف ,غير ذلك ,(لا) في الجملة نافية. ,قواعد نظرية,,لا النافية للجنس
8416,تطبيق نحو,10605,11,ما قبل الثالث الثانوي,,1,ضعيف,يكسو العلم أهله ....... ,وقارًا ,وقارٌ ,وقارٍ ,غير ذلك ,إعراب كلمة (وقارًا) : مفعول به ثانٍ منصوب، وعلامة النصب الفتحة. ,تطبيقي,,علامات إعراب المضاف إليه
8417,تطبيق نحو,10102,11,ما قبل الثالث الثانوي,,1,ضعيف,امتحان العلوم كان سهلا. المضاف إليه في الجملة هو كلمة: ,العلوم,امتحان,كان ,سهلا  ,الأصل في المضاف إليه أنَّه معرفة، وما قبله نكرة. ,تطبيقي,,علامات إعراب المضاف إليه
8418,تطبيق نحو,10725,11,ما قبل الثالث الثانوي,,1,ضعيف,وردت (كان) تامَّةً في جملة واحدة ممَّا يلي: ,اتقِ الله حيثما كنتَ ,كان التلاميذ حاضرين ,كن مخلصًا ,كنتُ قائمًا بواجبي ,إذا اكتفت (كان) وأخواتها بالمرفوع تكون أفعالا تامَّةً. ,تطبيقي,,كان وأخواتها
8419,تطبيق نحو,10529,11,ما قبل الثالث الثانوي,,1,ضعيف,كرَّمتُ طالب العلم (المتفوِّق) . علامة إعراب كلمة (المتفوِّق) هي: ,الفتحة ,الضَّمَّة ,الكسرة ,غير ذلك ,المنعوت في الجملة هو كلمة (طالب) التي وقعت مفعولا به منصوبًا. ,قواعد نظرية,,النعت المفرد، وغير المفرد
8420,تطبيق نحو,10082,11,ما قبل الثالث الثانوي,,1,ضعيف,يجب أن نرفع مصر ذكرًا. التمييز في الجملة ....... ,محوَّل عن المفعول به,محوَّل عن الفاعل,محوَّل عن المبتدأ,محوَّل عن الخبر,أصل الجملة: يجب أن نرفع ذكر (مفعول به) مصر.,تطبيقي,,التمييز
